id,human_intent,pred_intent,human_escalate,pred_escalate,confidence,intent_correct,escalation_agreement,safe_to_auto,reply_verdict,containment,cosine,reply,escalation_reason
g171,account_access,account_access,True,True,0.85,True,True,False,,,,,"account access, low signal -> verify"
g172,subscription_plan,subscription_plan,True,True,0.85,True,True,False,,,,,account status mismatch -> verify billing state
g173,feature_and_feedback,payment_billing,False,True,0.6,False,False,False,,,,,payment_billing requires account verification or human review
g174,payment_billing,device_compatibility,True,False,0.6,False,False,False,poor,0.2857142857142857,0.12257717683564326,Hey there! Can you DM us your account's email address? We'll take a look,device_compatibility is informational/acknowledge-only
g175,feature_and_feedback,other,False,True,0.3,False,False,False,,,,,other requires account verification or human review
g176,technical_issue,content_missing,False,False,0.6,False,True,False,poor,0.14285714285714285,0.0664137632237462,"Hey Paul, help's here! That's not cool. Does logging out > restarting the device > logging back in help? Keep us posted",content_missing is informational/acknowledge-only
g177,technical_issue,technical_issue,False,False,0.6,True,True,True,poor,0.0,0.0,Thanks! Can you DM us your account's email address? We'll take a look backstage,standard troubleshooting offered
g178,payment_billing,device_compatibility,True,False,0.6,False,False,False,good,0.5652173913043478,0.4883068309464752,Hey! The cavalry's here. Can you DM us your account's username or email address? We'll take a look under the hood,device_compatibility is informational/acknowledge-only
g179,other,other,False,True,0.3,True,False,False,,,,,other requires account verification or human review
g180,family_plan,subscription_plan,True,True,0.6,False,True,False,,,,,promo/cancel flow failing on the account
g181,technical_issue,technical_issue,False,False,0.6,True,True,True,poor,0.21428571428571427,0.17062483867183265,"Hey there, that's not cool! Here's some more info about it: If you need anything else, just give us a shout",standard troubleshooting offered
g182,appreciation,appreciation,False,False,0.85,True,True,True,good,0.3076923076923077,0.407732103286223,You're welcome! Let us know if you ever need us again. We'd be...,appreciation = no action
g183,content_missing,content_missing,False,False,0.85,True,True,True,poor,0.08695652173913043,0.095735968891826,Thanks! We’ll have it available to you as soon as it’s available to us.,content_missing is informational/acknowledge-only
g184,appreciation,appreciation,False,False,0.85,True,True,True,poor,0.1,0.12379070829905489,Thanks for clearing that up. Give us a shout if the web player misbehaves again. We'll be happy to help,appreciation = no action
g185,playback_issue,playback_issue,False,True,0.6,True,False,False,,,,,standard fixes already attempted
g186,playback_issue,playback_issue,False,False,0.85,True,True,True,poor,0.05263157894736842,0.0985078838849647,Got it. Does restarting your device and relaunching the app help? We'll keep an eye out for your message,standard troubleshooting offered
g187,content_missing,content_missing,False,False,0.85,True,True,True,poor,0.10526315789473684,0.14947214754755497,Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon,content_missing is informational/acknowledge-only
g188,account_access,account_access,False,False,0.6,True,True,True,poor,0.25806451612903225,0.21556649216246826,Hey there! Help's here. Can you let us know the device and operating system you're using? We'll see what we can suggest,password guidance is self-serve
g189,payment_billing,payment_billing,True,True,0.85,True,True,False,,,,,payment_billing requires account verification or human review
g190,feature_and_feedback,content_missing,False,False,0.6,False,True,False,poor,0.0,0.04376278018044647,"Hey there! Daily Mix refreshes regularly, so you’ll need to save your favorite tunes. To do so, tap ❤ while it’s playing",content_missing is informational/acknowledge-only
g191,other,other,True,True,0.3,True,True,False,,,,,other requires account verification or human review
g192,subscription_plan,subscription_plan,True,False,0.85,True,False,True,good,0.5625,0.7302837931386221,Hey Claudia! We'll help out. Can you DM us your account's email address or username? We'll take a look under the hood,informational plan/premium FAQ
g193,playback_issue,feature_and_feedback,False,False,0.6,False,True,False,good,0.38461538461538464,0.43566271263136225,"Hey Wayne, help's here! Can you DM us your account's email address and username? We'll take a look backstage",feature_and_feedback is informational/acknowledge-only
g194,payment_billing,payment_billing,True,True,0.85,True,True,False,,,,,payment_billing requires account verification or human review
g195,playback_issue,playback_issue,False,False,0.6,True,True,True,poor,0.1111111111111111,0.1923730095964959,Hey there! We’ve made some improvements to our shuffle algorithm. We’d love to hear your feedback here:,standard troubleshooting offered
g196,subscription_plan,subscription_plan,False,False,0.6,True,True,True,poor,0.15384615384615385,0.19595808661703348,Hey Sharon! Can you DM us your account's email address and username? We'll take a look backstage,informational plan/premium FAQ
g197,account_access,account_access,False,True,0.6,True,False,False,,,,,"account access, low signal -> verify"
g198,family_plan,family_plan,True,True,0.85,True,True,False,,,,,family_plan requires account verification or human review
g199,playback_issue,playback_issue,True,False,0.6,True,False,True,poor,0.21052631578947367,0.14541884981655623,That doesn't sound right. Could you DM us your account's email address or username? We'll take a look backstage,standard troubleshooting offered
