id,text,raw_text,first_pass_label,escalation_suggestion,should_escalate,human_notes,customer_tweet_id,conversation_id,month,flag_month_tail,msg_len,flag_short,flag_long,flag_noisy,flag_ambiguous,stratum_bucket,review_status,intent,label_disagrees_with_first_pass,first_pass_matches
g091,thanks!,@SpotifyCares thanks!,appreciation,False,False,,1702483,1702485,2017-11,True,7,True,False,False,False,appreciation,reviewed,appreciation,False,True
g092,Playback on premium account is skipping (like scratched CD) on PC. No connectivity issue. Tried completely uninstalling and re-installing. No solution in community forum Please help! Program is unusable like this.,@SpotifyCares Playback on premium account is skipping (like scratched CD) on PC. No connectivity issue. Tried completely uninstalling and re-installing. No solution in community forum https://t.co/Hejs2plvve. Please help! Program is unusable like this.,playback_issue,False,True,uninstall/reinstall + community exhausted,2110215,2110215,2017-11,True,213,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
g093,So it worked great yesterday and now it’s doing it again like randomly 😭,@SpotifyCares So it worked great yesterday and now it’s doing it again like randomly 😭,technical_issue,False,False,,2347852,2347855,2017-11,True,72,False,True,True,True,technical_issue,reviewed,technical_issue,False,True
g094,I purchased premium but my account has yet to update through the app. It's been more than an hour,@SpotifyCares I purchased premium but my account has yet to update through the app. It's been more than an hour,subscription_plan,False,True,"purchased, status not updated after 1h",1871777,1871777,2017-10,True,97,False,True,False,True,subscription_plan,reviewed,subscription_plan,False,True
g095,hi. Can’t control Spotify through control center and Bluetooth. Help,@SpotifyCares hi. Can’t control Spotify through control center and Bluetooth. Help,other,True,False,control center/bluetooth control,318322,318322,2017-10,True,68,False,True,True,False,other,reviewed,device_compatibility,True,False
g096,". suspect you've got a data breach ongoing. Just had a random Chinese market Huawei phone using my Spotify Connect on desktop, and I was suddenly following random garbage playlists. Changed my password and logged everything out.",".@SpotifyCares suspect you've got a data breach ongoing.

Just had a random Chinese market Huawei phone using my Spotify Connect on desktop, and I was suddenly following random garbage playlists. Changed my password and logged everything out.",device_compatibility,False,True,unauthorized device (security),2456289,2456289,2017-11,True,228,False,True,False,True,device_compatibility,reviewed,account_access,True,False
g097,i´ve been paying for premium and i have spotify free... why?,@117153 i´ve been paying for premium and i have spotify free... why? https://t.co/PQL354BNnD,subscription_plan,False,True,paying but shows free -> verify,2264785,2264785,2017-11,True,60,False,True,True,True,subscription_plan,reviewed,subscription_plan,False,True
g098,Can you help me with my student premium account?,@SpotifyCares Can you help me with my student premium account?,subscription_plan,False,True,vague; account-specific follow-up,240776,240776,2017-10,True,48,False,True,False,False,subscription_plan,reviewed,subscription_plan,False,True
g099,"Yea i read it,but still..So many great songs but they will never be on spotify cus they need to pay for it or the artist are already dead ☹","@SpotifyCares Yea i read it,but still..So many great songs but they will never be on spotify cus they need to pay for it or the artist are already dead ☹️",content_missing,False,False,,1412669,1412670,2017-11,True,139,False,True,True,True,content_missing,reviewed,content_missing,False,True
g100,i love spotify but spotify premium costs too much,@SpotifyCares i love spotify but spotify premium costs too much,subscription_plan,False,False,,1483991,1483991,2016-09,False,49,False,True,False,False,subscription_plan,reviewed,subscription_plan,False,True
g101,I have win10 and I cannot check spotify version because it all freezes. Tablet app working fine. Any help or is it Windows fault?,@SpotifyCares I have win10 and I cannot check spotify version because it all freezes. Tablet app working fine. Any help or is it Windows fault?,technical_issue,False,False,,366684,366685,2017-08,False,129,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g102,"Thanks, great stats over there! Couldn't find what I was looking for, though, but no problem at all.","@SpotifyCares Thanks, great stats over there! Couldn't find what I was looking for, though, but no problem at all.",appreciation,False,False,,1973067,1973068,2017-11,True,100,False,True,False,False,appreciation,reviewed,appreciation,False,True
g103,"Oh, okay. Thanks :(","@SpotifyCares Oh, okay. Thanks :(",appreciation,False,False,,1514280,1514282,2017-10,True,19,True,False,False,False,appreciation,reviewed,appreciation,False,True
g104,Is there a way to make the app remember where I am in podcasts? When I pause a cast to listen to some music it starts the cast over,@115888 Is there a way to make the app remember where I am in podcasts? When I pause a cast to listen to some music it starts the cast over,playback_issue,False,False,,1300191,1300191,2017-10,True,131,False,True,False,False,playback_issue,reviewed,playback_issue,False,True
g105,Thanks I'll check it out.,@SpotifyCares Thanks I'll check it out.,appreciation,False,False,,1156499,1156503,2017-10,True,25,False,False,False,False,appreciation,reviewed,appreciation,False,True
g106,"hi there, when does the 3 months premium for £9.99 offer start? I just signed up to it (so I thought) and nothing happens, it just returns me back to the page I started on. Thanks!","@SpotifyCares hi there, when does the 3 months premium for £9.99 offer start? I just signed up to it (so I thought) and nothing happens, it just returns me back to the page I started on. Thanks!",subscription_plan,False,True,promo signup loop,647122,647122,2017-11,True,180,False,True,True,True,subscription_plan,reviewed,subscription_plan,False,True
g107,For some reason I am being charged $9.99 a month even though I've had the student discount this whole year. I renewed the student discount a few months ago because I am still enrolled at UF. Can i be refunded the $9.99 charge so I am only charged $4.99 instead?,@SpotifyCares For some reason I am being charged $9.99 a month even though I've had the student discount this whole year.  I renewed the student discount a few months ago because I am still enrolled at UF.  Can i be refunded the $9.99 charge so I am only charged $4.99 instead?,payment_billing,True,True,,2909841,2909841,2017-11,True,261,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g108,"hey guys, since last iOS update, my shuffle won’t work on my . Is this a Spotify problem or Mazda?? Please let me know so I can fix...","@SpotifyCares hey guys, since last iOS update, my shuffle won’t work on my @25477 .  Is this a Spotify problem or Mazda??  Please let me know so I can fix...",playback_issue,False,False,,2141743,2141743,2017-11,True,134,False,True,True,True,playback_issue,reviewed,playback_issue,False,True
g109,thanks! just contacted now.,@SpotifyCares thanks! just contacted now.,appreciation,False,False,,1488412,1488410,2017-11,True,27,False,False,False,False,appreciation,reviewed,appreciation,False,True
g110,hey I'm trying to make a payment for premium account and it's saying there are issues w/ my card and there isn't??,@SpotifyCares hey I'm trying to make a payment for premium account and it's saying there are issues w/ my card and there isn't??,device_compatibility,False,True,,739020,739020,2017-10,True,114,False,True,False,True,device_compatibility,reviewed,payment_billing,True,False
g111,"If I have Spotify premium for family, can my kids still use when they're at college? They still have my permanent address....","@SpotifyCares If I have Spotify premium for family, can my kids still use when they're at college? They still have my permanent address....",subscription_plan,False,False,informational (addresses/travel),2426271,2426271,2017-11,True,125,False,True,True,False,subscription_plan,reviewed,family_plan,True,False
g112,is it possible to dm you regarding a problem with my account please? x,@115888 is it possible to dm you regarding a problem with my account please? x,other,True,True,DM request; no problem stated,2653076,2653076,2017-11,True,70,False,True,False,False,other,reviewed,other,False,True
g113,Thank you ☺,@SpotifyCares Thank you ☺️,appreciation,False,False,,2685446,2685447,2017-10,True,11,True,False,True,False,appreciation,reviewed,appreciation,False,True
g114,"I received a charge to my checking account from ""Spotify USA"" 10/27 I am confident that I have never signed up for an account.","@SpotifyCares I received a charge to my checking account from ""Spotify USA"" 10/27 I am confident that I have never signed up for an account.",payment_billing,True,True,unknown charge (fraud-adjacent),1933422,1933422,2017-10,True,126,False,True,False,False,payment_billing,reviewed,payment_billing,False,True
g115,Hi i'm trying to change the country on my account but when i try to put in my new payment info it says spotify is not launched in this country even though its a US debit card,@SpotifyCares Hi i'm trying to change the country on my account but when i try to put in my new payment info it says spotify is not launched in this country even though its a US debit card,content_missing,False,True,country change with payment info,1428686,1428686,2017-11,True,174,False,True,False,True,content_missing,reviewed,payment_billing,True,False
g116,I have the Student discount. I wanted to update my payment method but it shows the full price of 9.99. What should I do?,@SpotifyCares I have the Student discount. I wanted to update my payment method but it shows the full price of 9.99. What should I do?,payment_billing,True,True,,2902798,2902798,2017-11,True,120,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g117,"All of my downloads disappeared overnight, from both authorized devices. The Spotify support page on this subject suggests a few possibilities, none apply to me. That is a huge user experience problem.","All of my @115888 downloads disappeared overnight, from both authorized devices. The Spotify support page on this subject suggests a few possibilities, none apply to me. That is a huge user experience problem.",technical_issue,False,False,,93870,93870,2017-11,True,201,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g118,When did you guys remove the ability to choose which song to play when connected to PS4 with 'Spotify Connect'? Lame.,@115888 When did you guys remove the ability to choose which song to play when connected to PS4 with 'Spotify Connect'? Lame.,device_compatibility,False,False,removed feature grievance,2968489,2968489,2017-11,True,117,False,True,False,False,device_compatibility,reviewed,feature_and_feedback,True,False
g119,Yo wtf is wrong with your app? All my downloaded songs keep undownloading. Why am I paying you guys? Sort it out,Yo @115888 wtf is wrong with your app? All my downloaded songs keep undownloading. Why am I paying you guys? Sort it out,technical_issue,False,False,,2705872,2705872,2017-11,True,112,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g120,"No error messages, just says the songs aren't downloaded(sometimes on the artist list it'll list songs I have but I click in and it says I need to download). iPhone SE iOS 11.1.1, Spotify app 8.4.27.895 Thanks!","@SpotifyCares No error messages, just says the songs aren't downloaded(sometimes on the artist list it'll list songs I have but I click in and it says I need to download). iPhone SE iOS 11.1.1, Spotify app 8.4.27.895
Thanks!",technical_issue,False,False,,1384528,1384529,2017-11,True,210,False,True,False,True,technical_issue,reviewed,technical_issue,False,True
g121,Why is the queue function on so unbelievably pointless? It’s really a “Play Next” function. Utterly useless and definitely NOT a queue! #Spotify,Why is the queue function on @115888 so unbelievably pointless? It’s really a “Play Next” function. Utterly useless and definitely NOT a queue! #Spotify @SpotifyCares,playback_issue,False,False,queue UX complaint,2867778,2867778,2017-11,True,144,False,True,True,False,playback_issue,reviewed,feature_and_feedback,True,False
g122,Happy with and their quick and efficient #CustomerService. #ThankYou #Music #CustomerCare,Happy with @SpotifyCares and their quick and efficient #CustomerService. #ThankYou #Music #CustomerCare,device_compatibility,False,False,,1363405,1363405,2017-10,True,89,False,True,False,False,device_compatibility,reviewed,appreciation,True,False
g123,"#Chromecast implementation is a desaster. Long gaps (5s) betw. songs, listening live/concept albums a torture. pls take care","@SpotifyCares #Chromecast implementation is a desaster. Long gaps (5s) betw. songs, listening live/concept albums a torture. pls take care",device_compatibility,False,False,chromecast gaps,1609243,1609243,2017-10,True,124,False,True,False,True,device_compatibility,reviewed,device_compatibility,False,True
g124,why does my Spotify Premium keep unsubscribing itself? It's becoming frustrating now!,@SpotifyCares why does my Spotify Premium keep unsubscribing itself? It's becoming frustrating now!,subscription_plan,False,True,premium keeps reverting -> verify,2105349,2105349,2017-11,True,85,False,True,False,False,subscription_plan,reviewed,subscription_plan,False,True
g125,Pretty sure my subscription is about to expire but the stupid email won't load,Pretty sure my @115888 subscription is about to expire but the stupid email won't load,subscription_plan,False,False,,1789430,1789430,2017-10,True,78,False,True,False,False,subscription_plan,reviewed,subscription_plan,False,True
g126,“Low usage?” Sigh. Has more votes than all but one of the ideas you just implemented! Paying for an app and having a feature removed is sad.,@SpotifyCares “Low usage?” Sigh. Has more votes than all but one of the ideas you just implemented! Paying for an app and having a feature removed is sad.,feature_and_feedback,False,False,,2360600,2360604,2017-11,True,140,False,True,True,True,feature_and_feedback,reviewed,feature_and_feedback,False,True
g127,thanks for getting rid of some of my favorite music. Censorship is lame. I'm getting rid of my sub.,@115888 thanks for getting rid of some of my favorite music. Censorship is lame. I'm getting rid of my sub.,appreciation,False,False,"sarcastic thanks re removed music; cancel threat noted, no action requested",1872456,1872456,2017-10,True,99,False,True,False,False,appreciation,reviewed,content_missing,True,False
g128,Spotify not working on my Huawei p8? Logged me out and I can't log back in?,@SpotifyCares Spotify not working on my Huawei p8? Logged me out and I can't log back in?,account_access,False,False,,2116858,2116858,2017-11,True,75,False,True,False,True,account_access,reviewed,account_access,False,True
g129,That worked! Thank you.,@SpotifyCares That worked! Thank you.,technical_issue,False,False,,2183085,2183087,2017-11,True,23,False,False,False,True,technical_issue,reviewed,appreciation,True,False
g130,"I have signed up and am paying for the family plan, but when I try to add family members, the screen is black. How do I fix>","@SpotifyCares I have signed up and am paying for the family plan, but when I try to add family members, the screen is black. How do I fix&gt;",family_plan,True,True,,1091043,1091043,2017-10,True,124,False,True,False,True,family_plan,reviewed,family_plan,False,True
g131,"hi Spotify isn't working on my dell computer. at the top in a blue ribbon it says ""can't play current song"" but it's working on my iphone app. what gives?","hi Spotify isn't working on my dell computer. at the top in a blue ribbon it says ""can't play current song"" but it's working on my iphone app. what gives? @SpotifyCares",technical_issue,False,False,,2857501,2857501,2017-11,True,154,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g132,How do I find my username if I login through Facebook?,@SpotifyCares How do I find my username if I login through Facebook?,account_access,False,False,,642128,642128,2017-11,True,54,False,True,False,False,account_access,reviewed,account_access,False,True
g133,who is blade v6 plus and why does he keep connecting to my spotify?,@SpotifyCares who is blade v6 plus and why does he keep connecting to my spotify? https://t.co/3l0KrKbKJA,device_compatibility,False,True,unknown device connecting (security),678430,678430,2017-11,True,67,False,True,False,False,device_compatibility,reviewed,account_access,True,False
g134,"Yeah, here we go. the app hasn’t being updated for the new aspect ratio on the iPhone X (19.5:9). This leaves black bars on top and bottom.","@SpotifyCares Yeah, here we go. the app hasn’t being updated for the new aspect ratio on the iPhone X (19.5:9). This leaves black bars on top and bottom. https://t.co/7ZVXmnHMOu",technical_issue,False,False,,1588422,1588423,2017-11,True,139,False,True,True,False,technical_issue,reviewed,technical_issue,False,True
g135,Hello! sent a DM about 1 hour ago. When can we expect an answer? Many thanks! I have an anxious 7 year old waiting over here 😅,Hello! @SpotifyCares sent a DM about 1 hour ago. When can we expect an answer? Many thanks! I have an anxious 7 year old waiting over here 😅,appreciation,False,True,DM follow-up status request,551294,551294,2017-12,False,126,False,True,True,False,appreciation,reviewed,other,True,False
g136,I just got spotify+hulu so now I can watch bobs burgers whenever I'm sad I just solved all my problems,I just got spotify+hulu so now I can watch bobs burgers whenever I'm sad I just solved all my problems,subscription_plan,False,False,positive remark,442483,442483,2017-09,False,102,False,True,False,False,subscription_plan,reviewed,appreciation,True,False
g137,"Okay if I shuffle my playlist don't play me only ""suggested songs,"" I want my songs. Thanks","Okay @115888 if I shuffle my playlist don't play me only ""suggested songs,"" I want my songs. Thanks",playback_issue,False,False,,723372,723372,2017-10,True,91,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
g138,It didn't work with reinstalled Spotify on my phone with the headphones so I'm assuming the problem is still there :(,@SpotifyCares It didn't work with reinstalled Spotify on my phone with the headphones so I'm assuming the problem is still there :(,technical_issue,False,True,"reinstall already tried, persists",2552629,2552625,2017-11,True,117,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g139,"Also, now noticing same issue with albums from + .","@SpotifyCares Also, now noticing same issue with albums from @40096 + @1966.",content_missing,False,False,thread continuation,840518,840517,2017-10,True,50,False,True,False,False,content_missing,reviewed,content_missing,False,True
g140,"hey spotify, collaborative playlists works really weird with the link click stuff, why cant i just whitelist my homies?","@115888 hey spotify, collaborative playlists works really weird with the link click stuff, why cant i just whitelist my homies?",feature_and_feedback,False,False,,2190849,2190849,2017-11,True,119,False,True,False,True,feature_and_feedback,reviewed,feature_and_feedback,False,True
g141,What's the deal with the family plan? Wife literally can't accept invite. WTF?,@SpotifyCares What's the deal with the family plan? Wife literally can't accept invite. WTF?,family_plan,True,True,,2037612,2037612,2017-11,True,78,False,True,False,False,family_plan,reviewed,family_plan,False,True
g142,"Windows 10 modern app version doesn't seem to detect my Chromecast. If this is missing feature, that's dumb. If broke please fix.","@116130 Windows 10 modern app version doesn't seem to detect my Chromecast. If this is missing feature, that's dumb. If broke please fix.",feature_and_feedback,False,False,chromecast on windows,767269,767269,2017-10,True,129,False,True,False,True,feature_and_feedback,reviewed,device_compatibility,True,False
g143,why does the app crash everytime I try to share a song/playlist?,@115888 why does the app crash everytime I try to share a song/playlist?,technical_issue,False,False,,821819,821819,2017-10,True,64,False,True,False,False,technical_issue,reviewed,technical_issue,False,True
g144,"someone connected to my account and created playlists. i just changed my password, but i wanted to let you know just in case","@SpotifyCares someone connected to my account and created playlists. i just changed my password, but i wanted to let you know just in case",account_access,False,True,unauthorized access (security),2018887,2018887,2017-11,True,124,False,True,False,True,account_access,reviewed,account_access,False,True
g145,Thanks. Can you also tell them this is how music apps have worked since the Triassic period? And send them this GIF,@SpotifyCares Thanks. Can you also tell them this is how music apps have worked since the Triassic period? And send them this GIF https://t.co/ttFtwIOCbZ,technical_issue,False,False,sarcastic feedback,227986,227988,2017-10,True,115,False,True,False,True,technical_issue,reviewed,feature_and_feedback,True,False
g146,"Dear , why is there not a place in the app to let me upgrade to premium. Like...why don’t you want my money? #amimissingsomething?","Dear @115888, why is there not a place in the app to let me upgrade to premium. Like...why don’t you want my money? #amimissingsomething?",subscription_plan,False,False,,1220143,1220143,2017-10,True,130,False,True,True,True,subscription_plan,reviewed,subscription_plan,False,True
g147,my playlist won't play!!!!!!!,@115888 my playlist won't play!!!!!!!,playback_issue,False,False,,1283796,1283796,2017-10,True,29,False,False,True,False,playback_issue,reviewed,playback_issue,False,True
g148,"Help! I can’t login with my username and password. There’s a workaround where i use my Facebook account, but i’d like to recover my password. Unfortunately the e-mail address is not active. Can you help me?,","@SpotifyCares Help! I can’t login with my username and password. There’s a workaround where i use my Facebook account, but i’d like to recover my password. Unfortunately the e-mail address is not active. Can you help me?,",account_access,False,True,recovery blocked (inactive email),2539080,2539080,2017-11,True,207,False,True,True,False,account_access,reviewed,account_access,False,True
g149,"i have a free, and a premium account-with two different account names. Now I’ve lost my premium password. How to recover?","@117153 i have a free, and a premium account-with two different account names. Now I’ve lost my premium password. How to recover?",account_access,False,False,password-recovery how-to,1831412,1831412,2017-10,True,121,False,True,True,True,account_access,reviewed,account_access,False,True
g150,can you help with my daughter's access to my Family account? thx!,@SpotifyCares can you help with my daughter's access to my Family account? thx!,family_plan,True,True,,2853070,2853070,2017-11,True,65,False,True,False,True,family_plan,reviewed,family_plan,False,True
g151,how do I get on lists for presale codes for shows in my area? I buy a lot of concert tickets and I’m a long time subscriber,@115888 how do I get on lists for presale codes for shows in my area? I buy a lot of concert tickets and I’m a long time subscriber,feature_and_feedback,False,False,,1784958,1784958,2017-10,True,123,False,True,True,False,feature_and_feedback,reviewed,feature_and_feedback,False,True
g152,I received an email from you stating my email address has been changed and cannot access my account???,@117153 I received an email from you stating my email address has been changed and cannot access my account???,account_access,False,True,possible takeover (security),379995,379995,2017-10,True,102,False,True,True,False,account_access,reviewed,account_access,False,True
g153,Hi I have sent message po regarding my query about premium acct. Thanks in advance!,@115888 Hi @SpotifyCares I have sent message po regarding my query about premium acct. Thanks in advance!,subscription_plan,False,True,follow-up on account query,44393,44307,2017-11,True,83,False,True,False,True,subscription_plan,reviewed,subscription_plan,False,True
g154,just got Spotify for 3 months if I cancel straight away will it end the premium immediately or just not renew? Thanks,@115888 just got Spotify for 3 months if I cancel straight away will it end the premium immediately or just not renew? Thanks,subscription_plan,False,False,,2577784,2577784,2017-11,True,117,False,True,False,True,subscription_plan,reviewed,subscription_plan,False,True
g155,i cancelled my premium on 9/26 and was just charged today. need groceries! What's the deal? #help #customerservice,@SpotifyCares i cancelled my premium on 9/26 and was just charged today.  need groceries! What's the deal? #help #customerservice,payment_billing,True,True,,2082581,2082581,2017-10,True,114,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g156,DAMN! The hackers also upgraded me to a Family Plan without my knowledge! Check your account info ASAP if you use Spotify.,@115888 DAMN! The hackers also upgraded me to a @115888 Family Plan without my knowledge! Check your account info ASAP if you use Spotify.,family_plan,True,True,hackers -> security priority over family_plan,1996687,1996688,2017-11,True,122,False,True,True,True,family_plan,reviewed,account_access,True,False
g157,Question of the day: Why is Taylor Swifts album not on #NewMusicFriYAY,"Question of the day:

Why is Taylor Swifts album not on @115888 #NewMusicFriYAY",content_missing,False,False,,2239659,2239659,2017-11,True,70,False,True,False,False,content_missing,reviewed,content_missing,False,True
g158,Dear saya sudah berlangganan premium dan sudah terima tanda pembayaran tapi kenapa masih terdaftar di free account? Thanks,Dear @118266 saya sudah berlangganan premium dan sudah terima tanda pembayaran tapi kenapa masih terdaftar di free account? Thanks,subscription_plan,False,True,status mismatch (non-EN),1607068,1607068,2017-11,True,122,False,True,False,True,subscription_plan,reviewed,subscription_plan,False,True
g159,Why am I being charged for premium but not receiving any premium services? And why don't you have telephone troubleshooting?,@spotifycares Why am I being charged for premium but not receiving any premium services? And why don't you have telephone troubleshooting?,payment_billing,True,True,,1098074,1098074,2017-10,True,124,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g160,"help, I can’t add my sister in to my family plan, error 3 appears","@SpotifyCares help, I can’t add my sister in to my family plan, error 3 appears",family_plan,True,True,,262663,262663,2017-10,True,65,False,True,True,True,family_plan,reviewed,family_plan,False,True
g161,Pourquoi la concurrence a deja l’album de Kopp ?,Pourquoi la concurrence a deja l’album de Kopp ? @115888,content_missing,False,False,,454707,454707,2017-11,True,48,False,True,True,False,content_missing,reviewed,content_missing,False,True
g162,"I'm actually fine thanks. Appreciate your concern. Guess it wasn't a robot after all, makes me warm inside. Please play some demo tapes of the band Cows from Seattle for me. It would make my day. And don't forget to brush your teeth, my dentist keep telling me. Take care, love","@SpotifyCares I'm actually fine thanks. Appreciate your concern. Guess it wasn't a robot after all, makes me warm inside. Please play some demo tapes of the band Cows from Seattle for me. It would make my day. And don't forget to brush your teeth, my dentist keep telling me. Take care, love /J",device_compatibility,False,False,benign off-topic banter,2141769,2141767,2017-11,True,277,False,True,False,True,device_compatibility,reviewed,other,True,False
g163,just wondering what the idea is behind random songs playing on my playlist that is on repeat?? #premiumAccount,@SpotifyCares just wondering what the idea is behind random songs playing on my playlist that is on repeat?? #premiumAccount,feature_and_feedback,False,False,,1660217,1660217,2017-11,True,110,False,True,False,True,feature_and_feedback,reviewed,playback_issue,True,False
g164,"Hi , would you remind me how I move the payment date for my subscription? :-)","Hi @SpotifyCares, would you remind me how I move the payment date for my subscription? :-)",payment_billing,True,False,how-to informational,2475175,2475175,2017-11,True,77,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g165,"yo my dudes my account was charged but i wasn’t given premium access plus you guys don’t recognize my school so i’m kinda super stuck, i sent y’all a message i’d just really like an answer because i’m broke","@SpotifyCares yo my dudes my account was charged but i wasn’t given premium access plus you guys don’t recognize my school so i’m kinda super stuck, i sent y’all a message i’d just really like an answer because i’m broke",payment_billing,True,True,,2154918,2154918,2017-11,True,206,False,True,True,True,payment_billing,reviewed,payment_billing,False,True
g166,iPhone 6s the newest iOS and newest Spotify I updated it. I'll then hit pause then play but still won't play.,@SpotifyCares iPhone 6s the newest iOS and newest Spotify I updated it. I'll then hit pause then play but still won't play.,playback_issue,False,False,,1864252,1864253,2017-10,True,109,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
g167,I’m so tired of constantly un downloading songs and playlists. LET ME LIVE,I’m so tired of @115888 constantly un downloading songs and playlists. LET ME LIVE,technical_issue,False,False,,2021446,2021446,2017-11,True,74,False,True,True,False,technical_issue,reviewed,technical_issue,False,True
g168,"I tried loading a playlist in the Windows app, but it didn't load all songs at all, instead giving me a progress ring.","@116380 @115888 I tried loading a playlist in the Windows app, but it didn't load all songs at all, instead giving me a progress ring.",other,True,False,playlist won't load in Windows app,468373,468373,2017-12,False,118,False,True,False,False,other,reviewed,technical_issue,True,False
g169,"Hello I've been charged twice for October, but your online help just sends me to Error 404 page. Please help!","Hello @SpotifyCares I've been charged twice for October, but your online help just sends me to Error 404 page. Please help!",payment_billing,True,True,,1886641,1886641,2017-10,True,109,False,True,False,True,payment_billing,reviewed,payment_billing,False,True
g170,"Hey I wanted to play some music and while I was listening to my computer accidentally shut off during an ad, so I turn it back on and I load up the web player and it is frozen on the ad and I can't listen to my music. Every time I press play on a song, it won't work","Hey @SpotifyCares I wanted to play some music and while I was listening to my computer accidentally shut off during an ad, so I turn it back on and I load up the web player and it is frozen on the ad and I can't listen to my music. Every time I press play on a song, it won't work",technical_issue,False,False,,2461409,2461409,2017-11,True,266,False,True,False,True,technical_issue,reviewed,technical_issue,False,True
g171,Hey I need some actual customer service not the never ending cycle of account login problems on your website.,Hey @115888  @SpotifyCares  I need some actual customer service not the never ending cycle of account login problems on your website.,account_access,False,True,login loop + frustration,252906,252906,2017-10,True,109,False,True,False,False,account_access,reviewed,account_access,False,True
g172,I don't know why my premium account is switched to free account....please advice....,@117153 I don't know why my premium account is switched to free account....please advice....,subscription_plan,False,True,,2703314,2703314,2017-11,True,84,False,True,True,False,subscription_plan,reviewed,subscription_plan,False,True
g173,Still waiting for PayPal payment option on the student subscription. Way to go Spotify :eyeroll:,"@SpotifyCares 
Still waiting for PayPal payment option on the student subscription. Way to go Spotify :eyeroll:",payment_billing,True,False,paypal option request (no charge event),2878168,2878168,2017-09,False,96,False,True,False,True,payment_billing,reviewed,feature_and_feedback,True,False
g174,"My premium is almost up and ends on Friday. I bought a new visa gift card to renew it and every time I do it keeps giving me the same message, saying things like Oops , seems like your card or payment provider is having a bad day. I just want to keep premium, help.","@SpotifyCares My premium is almost up and ends on Friday. I bought a new visa gift card to renew it and every time I do it keeps giving me the same message, saying things like Oops , seems like your card or payment provider is having a bad day. I just want to keep premium, help.",device_compatibility,False,True,,2158601,2158601,2017-11,True,265,False,True,False,True,device_compatibility,reviewed,payment_billing,True,False
g175,The proxy management in is a annoying desaster,The proxy management  in @115888 is a annoying desaster,other,True,False,proxy feedback,688048,688048,2017-11,True,46,False,True,False,False,other,reviewed,feature_and_feedback,True,False
g176,"the spot on alarm doesn't work at all, idk if it's bc it hasn't been released but it's not working","@SpotifyCares the spot on alarm doesn't work at all, idk if it's bc it hasn't been released but it's not working",content_missing,False,False,alarm feature not working,314544,314544,2017-10,True,98,False,True,False,True,content_missing,reviewed,technical_issue,True,False
g177,Spotify kicked about 200 songs out of my downloaded playlist wow thanks,Spotify kicked about 200 songs out of my downloaded playlist wow thanks https://t.co/25JEGPjpfo,technical_issue,False,False,,2779512,2779512,2017-11,True,71,False,True,False,True,technical_issue,reviewed,technical_issue,False,True
g178,You are not accepting my new credit card. Would like to know what went wrong,"@SpotifyCares
 You are not accepting my new credit card. Would like to know what went wrong",device_compatibility,False,True,,2121326,2121326,2017-11,True,76,False,True,False,True,device_compatibility,reviewed,payment_billing,True,False
g179,Email verification. I'm getting email for someone who entered the wrong email. With enough flags your email will be spam,@SpotifyCares Email verification. I'm getting email for someone who entered the wrong email. With enough flags your email will be spam,other,True,False,wrong-email verification complaint; no account action,400272,400272,2017-10,True,120,False,True,False,False,other,reviewed,other,False,True
g180,please help me! I can't join spotify premium for family. It's told me ' it's has some errors.' 😰,@115888 please help me! I can't join spotify premium for family. It's told me ' it's has some errors.'  😰,subscription_plan,False,True,,1403150,1403150,2017-10,True,96,False,True,True,True,subscription_plan,reviewed,family_plan,True,False
g181,"Gee, thanks for randomly deleting my entire library. So pumped to redownload everything all over again","Gee, thanks @115888 for randomly deleting my entire library. So pumped to redownload everything all over again",technical_issue,False,False,,2144223,2144223,2017-11,True,102,False,True,False,True,technical_issue,reviewed,technical_issue,False,True
g182,Great thank you!!! :),@SpotifyCares Great thank you!!! :),appreciation,False,False,,308275,308273,2017-10,True,21,False,False,True,False,appreciation,reviewed,appreciation,False,True
g183,The album. The United States,@SpotifyCares The album. The United States,content_missing,False,False,,2547388,2547389,2017-11,True,28,False,False,False,False,content_missing,reviewed,content_missing,False,True
g184,"So far, it seems to be working. Thanks!","@SpotifyCares So far, it seems to be working. Thanks!",appreciation,False,False,,1269704,1269708,2017-10,True,39,False,False,False,False,appreciation,reviewed,appreciation,False,True
g185,why is my (online and osx) player skipping each 30 seconds to next song? I have a premium account and happens for weeks already.,@115888 why is my (online and osx) player skipping each 30 seconds to next song? I have a premium account and happens for weeks already.,playback_issue,False,False,,1088597,1088597,2017-10,True,128,False,True,False,True,playback_issue,reviewed,playback_issue,False,True
